Transaction_ID,Account_Number,Transaction_Amount,Transaction_Type,Category,Payment_Method,Transaction_Status,Customer_Age,Customer_Income,Account_Balance,transaction_year,transaction_month,transaction_day,transaction_hour,day_of_week,is_weekend,Fraud_Flag
81f631d4-a392-41a7-9777-a4774c66e0a8,OHKS84884021557325,821.2,Debit,Shopping,Cash,Success,37,56087.38,3056.95,2023,2023-06,26,18,0,0,0
5fb8d16c-2720-497d-b2eb-d6899be578c7,OHOL53449021666708,1900.38,Credit,Housing,Cash,Pending,57,141206.8,7959.04,2023,2023-04,10,5,0,0,1
f4188f3f-8a14-4e62-a95b-4715c333e861,BQLA96085874951191,4947.67,Credit,Education,Debit Card,Success,46,141681.13,8141.41,2024,2024-08,1,13,3,0,1
eb2263dd-87c5-421e-ac24-a3c5c754108f,RYDR28197931647725,3201.8,Credit,Education,Debit Card,Success,45,83393.36,11909.83,2024,2024-01,27,21,5,1,1
7d154385-52fb-443b-9954-6eb400257ad1,CFUS57860694096003,2786.96,Credit,Clothing,Credit Card,Success,68,94991.51,1722.33,2023,2023-11,17,2,4,0,0
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,KNEI39587395923234,3424.65,Credit,Education,Online Transfer,Success,18,35079.16,2991.95,2024,2024-09,2,7,0,0,1
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,FDAR90285155333426,4215.05,Debit,Grocery,Debit Card,Pending,29,74147.84,14209.55,2024,2024-12,3,18,1,0,0
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,IHGY50271607360776,3881.12,Debit,Travel,Online Transfer,Failed,34,29888.66,18080.46,2023,2023-04,25,9,1,0,0
14296c07-f26b-4776-913e-4de2e0c53cb8,GGYM91128981231795,1149.1,Credit,Utilities,Cash,Failed,55,141293.21,9075.88,2024,2024-11,1,22,4,0,0
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,XKNG31857481700666,165.34,Debit,Healthcare,Cash,Pending,50,53513.36,14807.61,2023,2023-10,3,23,1,0,1
885f6e66-c2b6-42c5-ba5d-310011b7e948,DLLJ16431670450232,1580.69,Credit,Fitness,E-Wallet,Success,45,69637.21,6306.61,2024,2024-08,19,11,0,0,1
a8e56e0c-20de-435d-a031-d750c40db9b4,SAEQ22700934596262,1342.37,Credit,Housing,Online Transfer,Success,45,104452.66,16806.18,2024,2024-12,18,0,2,0,1
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,FQEX25120734654950,1058.86,Credit,Utilities,Debit Card,Failed,30,145818.77,14024.41,2024,2024-05,21,8,1,0,1
9b49bd26-df57-459a-8715-a10343dac043,ZAKA70260869822105,4714.83,Debit,Housing,Debit Card,Pending,35,148589.88799999998,7817.87,2024,2024-07,12,23,4,0,0
edcd465e-3638-4821-b6e0-7cc06c52c49f,HCNC17768729047742,4382.46,Credit,Transport,Credit Card,Failed,29,131313.62,9773.07,2024,2024-02,14,8,2,0,0
b09b2a5c-badc-432a-8159-0f538a0f4efb,KVRL91779323822311,1576.82,Credit,Savings,E-Wallet,Pending,65,51345.27,6153.03,2024,2024-08,25,7,6,1,0
66245bfa-4fcc-439a-b683-d2e6337ea2df,WMJT13342457988942,3278.92,Debit,Fitness,Debit Card,Success,21,118572.31,9686.52,2023,2023-12,11,13,0,0,1
5f987c71-a65e-488e-abf3-ad39fec21bbe,KNLV29060320203265,1981.18,Credit,Shopping,Debit Card,Failed,64,79471.95,15097.92,2023,2023-11,1,8,2,0,1
7394988f-847f-49b4-a64d-1bcb702753a1,ASPP53967379487148,4573.17,Debit,Entertainment,Cash,Success,69,124031.77,10198.61,2024,2024-08,14,18,2,0,0
1064005c-3985-43cf-bf76-be1d1efa2197,KKFI57871584156082,2296.97,Credit,Electronics,Cash,Failed,55,42420.05,12169.69,2024,2024-07,15,15,0,0,0
8dcdcd03-969b-4662-8562-8059568cc69b,DHOD18425476818268,1328.08,Debit,Fitness,Cash,Failed,40,119768.03,8226.21,2023,2023-01,23,0,0,0,0
01d74256-3860-4ab6-96a4-02f23ae8cc93,GEVH03589298808583,1236.9,Credit,Healthcare,Online Transfer,Success,33,133511.16,4044.12,2024,2024-12,12,0,3,0,0
0f1259e0-a18f-46b6-b535-106e122c9a56,WQFL21293289634064,2809.03,Debit,Grocery,Credit Card,Failed,45,83631.46,11475.91,2023,2023-08,20,17,6,1,0
080aadfb-e7c9-4b26-9141-25c63a9bedd4,MQNP75240148439910,1317.39,Credit,Entertainment,Cash,Success,66,144750.51,18601.31,2024,2024-07,23,21,1,0,1
839fbc50-1223-4513-9496-f63cdc1110c1,YNEE72362669335134,2925.01,Debit,Fitness,E-Wallet,Success,47,125733.3,1263.26,2025,2025-01,13,17,0,0,1
7c441fe7-ab42-40a7-874a-493b3ceddf2d,EMDX92372450184819,4489.63,Debit,Education,E-Wallet,Failed,58,107166.76,3324.52,2024,2024-02,17,6,5,1,0
b92da22b-21df-406f-8a0b-3c3336d8393a,PHVO41897215406417,2000.01,Credit,Housing,Online Transfer,Success,60,139242.01,12576.79,2025,2025-01,4,16,5,1,1
93829b43-922f-415a-a1e3-db63ef7ddc76,NSFW74381199537660,1100.51,Debit,Travel,E-Wallet,Failed,48,131537.23,5271.43,2024,2024-01,20,20,5,1,0
7914c120-c8dc-419f-be35-11287900f7f9,UDYI44856451017397,4958.134399999999,Debit,Travel,E-Wallet,Success,58,119501.26,4176.83,2023,2023-03,6,14,0,0,0
1825bc54-30be-445f-a835-14f2ceb81f9d,HSNV41789969860919,2550.08,Credit,Grocery,E-Wallet,Pending,70,146108.86,11457.0,2024,2024-12,26,12,3,0,1
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,ZUDS11359966057798,459.09,Credit,Clothing,Cash,Pending,33,44014.21,16632.48,2024,2024-12,14,19,5,1,1
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,BMZU60392051460745,240.35,Debit,Healthcare,Credit Card,Success,35,84615.42,3745.73,2024,2024-11,25,8,0,0,0
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,VLLH47057423885652,552.7,Debit,Electronics,Cash,Failed,60,113809.56,15262.16,2024,2024-03,28,8,3,0,0
0f844fef-1931-49ee-a56c-0941fbf24050,PCKL98354116597263,3139.09,Debit,Transport,Online Transfer,Pending,54,82770.85,16292.7,2024,2024-01,3,4,2,0,0
ccf3a171-56dc-4907-ba6c-34ab6712303a,IWPL57522501394884,3961.44,Debit,Housing,Credit Card,Pending,53,58010.94,14662.32,2023,2023-05,27,4,5,1,1
310c0c00-3fa7-4104-9bf9-0e27dc96925e,YRRF69131196425856,2113.69,Credit,Education,Debit Card,Success,58,107709.78,8496.93,2024,2024-12,25,11,2,0,1
23e2fcb4-72d8-467d-894a-05e430b187ef,EMDX49915370382407,322.32,Credit,Electronics,Credit Card,Pending,58,146267.48,2749.63,2024,2024-03,2,12,5,1,0
766ecb15-474e-4c19-aef9-12766c006f61,HWHH37320430977688,1911.19,Debit,Utilities,Cash,Failed,41,84425.01,258.1616,2024,2024-05,31,15,4,0,1
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,SGNF89696454655358,4958.134399999999,Credit,Entertainment,E-Wallet,Success,29,21273.8512,2497.98,2023,2023-08,30,19,2,0,1
db20a56e-dc81-4fe7-8eda-8bbb71710434,LCWE53892187851935,2647.93,Debit,Food,Online Transfer,Pending,57,80938.3,9705.27,2023,2023-02,23,6,3,0,0
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,WWUR37490797796120,4855.54,Debit,Fitness,E-Wallet,Success,48,92866.25,8166.79,2023,2023-04,25,15,1,0,1
03c72ba8-d605-4770-8a63-f881ffd0f9d5,RORU05721514940976,4304.59,Debit,Utilities,Cash,Success,32,35729.95,18342.62,2023,2023-01,30,7,0,0,1
c0e9ab30-ed26-42e9-97e0-11b7f8102383,WYEM37484539862895,62.35,Credit,Fitness,Credit Card,Pending,40,39114.11,15346.41,2023,2023-12,26,7,1,0,1
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,ATBW59119186233922,3605.01,Credit,Travel,E-Wallet,Pending,43,51492.56,2300.87,2024,2024-01,20,1,5,1,1
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,AUPX15116966672521,3410.14,Debit,Clothing,Cash,Failed,67,63463.46,7870.02,2024,2024-08,9,22,4,0,0
2a25a888-0f02-4ad0-a706-7ef466aa9385,JLFW64712463351571,2687.17,Credit,Electronics,Debit Card,Success,23,32324.88,19463.23,2024,2024-07,20,16,5,1,0
63f2ae24-fc3d-4348-808d-4127610461e3,QIAT08051208005640,1337.79,Credit,Utilities,Online Transfer,Failed,39,31251.0,15087.6,2023,2023-11,21,15,1,0,0
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,ZSSL12397283512959,3206.6,Debit,Grocery,Online Transfer,Success,62,104474.18,1900.49,2023,2023-08,21,15,0,0,0
b253d218-6c4a-47ea-8906-17f2747b6dba,FOWY28270908144152,562.2,Credit,Education,Cash,Failed,29,120216.28,16527.36,2024,2024-11,23,12,5,1,0
c88a618e-fed4-457d-bb02-6576f512c4c3,SQFD73929578671815,2176.65,Credit,Shopping,E-Wallet,Success,42,127680.6,17258.95,2024,2024-05,23,20,3,0,0
7c967f79-b7e9-4aca-a970-65e18e46d534,HLEH73605079181589,2271.35,Credit,Savings,Debit Card,Success,43,91578.18,4949.97,2024,2024-06,22,10,5,1,0
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,SWRQ68345273466661,4769.31,Credit,Housing,Online Transfer,Failed,41,41245.19,19781.6228,2023,2023-10,20,16,4,0,0
bc594585-9445-48c0-8ef8-c2d6f7fd5646,PAPD58796474080314,4379.89,Debit,Shopping,Online Transfer,Failed,70,41579.62,13066.55,2024,2024-06,16,8,6,1,0
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,SXSR25080046358068,1320.63,Debit,Education,Debit Card,Success,39,82799.21,16753.41,2023,2023-08,22,9,1,0,1
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,QFQL03172351373990,2505.43,Debit,Utilities,Debit Card,Failed,54,146306.59,7320.13,2023,2023-02,16,0,3,0,0
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,BMGW14035263560229,897.37,Credit,Entertainment,E-Wallet,Pending,22,27852.37,6983.38,2023,2023-10,26,6,3,0,1
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,HTVI69434606664374,4563.58,Credit,Grocery,Cash,Success,35,73182.94,16264.85,2023,2023-12,17,17,6,1,0
118a9d29-2f92-4996-99f1-95d014822f53,TAUW60723111271285,4353.24,Debit,Food,Online Transfer,Success,49,72762.61,258.1616,2023,2023-02,24,13,4,0,1
dca02eec-acda-4acc-9165-e21098543881,FXIV64844941163187,1495.73,Credit,Shopping,Debit Card,Failed,66,114641.67,15783.52,2025,2025-01,14,20,1,0,0
f10c718b-1eb0-438a-a75d-d5af3c365296,GEQB77113062113695,3196.55,Credit,Travel,Cash,Failed,42,39292.33,3558.16,2025,2025-01,5,16,6,1,0
94340a03-3f07-4814-91d6-3f78e3e9de99,OXEO90833509025425,3046.81,Credit,Utilities,Debit Card,Success,28,75949.11,340.21,2023,2023-05,28,18,6,1,0
14fcdd54-9e8f-4965-8a2c-827e98326856,OGUB66248132357071,768.43,Credit,Housing,Online Transfer,Failed,41,138373.39,3852.41,2024,2024-11,18,9,0,0,1
90b2b633-956b-4c0c-a849-9b926b5252e3,HTQJ82285011688092,3813.74,Debit,Shopping,Online Transfer,Pending,68,129666.39,8401.86,2023,2023-03,7,10,1,0,1
42c18a62-ef48-48d5-90fd-9d3f85d51695,XKLB21306090691309,2699.2,Debit,Food,Online Transfer,Success,33,91410.79,4201.09,2025,2025-01,16,5,3,0,0
506e5a9a-b758-488d-ab73-295b344a54b8,RCAU79649673794577,3894.24,Credit,Savings,Cash,Failed,58,47951.01,14764.46,2024,2024-07,30,7,1,0,1
21813d25-6552-48a6-83ff-50113d1a85dd,EORL32426425064207,2654.12,Credit,Healthcare,Debit Card,Success,50,94241.81,9857.61,2024,2024-06,23,4,6,1,1
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,NWRH62536667776755,51.378,Debit,Utilities,Debit Card,Success,21,148589.88799999998,7536.9,2025,2025-01,3,1,4,0,1
ef8c485b-c07a-40f2-add4-253b50f0fd0a,KVME83333939578654,1624.16,Credit,Transport,Cash,Failed,57,79718.65,12444.8,2023,2023-03,11,4,5,1,1
9f044aed-7552-4327-8262-7f7312922f83,GMEP18749603358268,102.29,Credit,Utilities,E-Wallet,Pending,44,73282.73,5857.69,2024,2024-03,2,17,5,1,0
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,NFOA36924926932657,4645.85,Debit,Healthcare,Debit Card,Pending,44,72326.43,15350.39,2023,2023-12,30,17,5,1,1
8181a8cc-3691-47eb-89a2-688b12c136e0,HXEY75998011100051,4394.22,Debit,Housing,Credit Card,Pending,37,127285.65,10464.66,2023,2023-06,30,10,4,0,1
5958a499-eeea-463e-a1e8-ac6843e42caf,KLGX23415959775244,4159.17,Debit,Food,Online Transfer,Pending,24,88848.85,16027.71,2023,2023-05,19,23,4,0,1
3e896c64-e117-4ac3-919c-4ea3e1805081,DZRF22618962887431,1541.03,Credit,Savings,Credit Card,Failed,35,146761.88,258.1616,2024,2024-12,14,19,5,1,0
702cdd20-2862-48b8-88f4-ef125e9953d2,VEOD02676720957992,294.34,Debit,Healthcare,Online Transfer,Failed,48,119909.68,6029.58,2024,2024-03,14,9,3,0,1
4d71c366-b41b-4143-8b10-550cd5704f32,OAPV95515122946213,4390.66,Credit,Food,Cash,Pending,68,21273.8512,267.16,2024,2024-10,19,0,5,1,1
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,UKJW15970996254384,4735.01,Credit,Electronics,E-Wallet,Failed,41,21803.34,19489.42,2023,2023-10,6,22,4,0,1
aaf91531-0200-41f0-8768-a84fa76afde6,QAPK20344765047158,432.84,Debit,Healthcare,Credit Card,Pending,32,108772.53,803.16,2024,2024-08,22,15,3,0,1
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,BETA90463766046558,2432.52,Credit,Electronics,Debit Card,Success,33,116853.09,17117.39,2023,2023-11,26,0,6,1,1
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,ZNNW52548374417158,350.72,Credit,Travel,E-Wallet,Success,43,21273.8512,3271.01,2023,2023-10,2,3,0,0,1
e3c43657-1d8c-4bac-83b4-09ef2260e70f,DAZE13125129311005,3804.21,Debit,Education,Debit Card,Pending,55,118411.67,4144.46,2024,2024-12,7,22,5,1,1
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,TCES75191023121106,3830.34,Credit,Food,Credit Card,Pending,62,97184.57,4438.23,2024,2024-03,29,2,4,0,1
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,ZVHG01658373792749,646.32,Debit,Grocery,Cash,Failed,41,147901.15,2636.47,2024,2024-05,20,15,0,0,1
afffcfd2-341e-440b-97c7-00aab7b56ea7,BOFQ01234289311325,2379.04,Debit,Grocery,E-Wallet,Failed,28,78112.34,15363.09,2023,2023-03,10,12,4,0,0
81627cf1-4394-42e6-9a58-7e8aa25d6b29,YHFM94968436453804,2751.27,Debit,Healthcare,Debit Card,Failed,36,125396.54,3564.88,2024,2024-06,1,9,5,1,1
e87d1c78-e7c4-41c7-8049-7b717d106c60,JYFC01750961701595,1328.96,Debit,Healthcare,Debit Card,Success,46,83364.36,8945.34,2025,2025-01,1,19,2,0,0
a2607723-17a0-4f49-8d01-280fd89a40c0,WVTV19457575747583,4362.8,Debit,Electronics,E-Wallet,Pending,67,120972.57,17310.98,2024,2024-11,7,11,3,0,1
0b49452d-46d4-43f3-9450-281c6c6f7633,HSFB56775677722660,2118.57,Debit,Food,Cash,Pending,35,88604.87,19740.47,2024,2024-08,5,1,0,0,1
217d65a0-c568-41cd-9563-f61600e85ece,EZKM26506229231067,1062.93,Credit,Savings,Credit Card,Failed,66,86575.07,4219.67,2024,2024-05,8,11,2,0,0
295d6fbf-430f-401d-bad4-09e2a319dcb4,EIKG07624843379766,2698.78,Credit,Fitness,Credit Card,Pending,43,115312.77,15896.68,2023,2023-03,5,8,6,1,0
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,FPVB51157942387367,3651.01,Debit,Food,Cash,Success,45,139476.36,2633.76,2023,2023-10,20,3,4,0,0
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,AJUF54969192845525,1009.75,Credit,Fitness,Online Transfer,Pending,64,111656.34,14520.09,2024,2024-09,14,7,5,1,0
b0e6a969-e213-42b0-b1ee-dba313432e61,SPCA75633535748595,1562.02,Credit,Grocery,Debit Card,Failed,38,76503.67,15762.23,2024,2024-10,16,12,2,0,1
093923de-8bab-4e3b-a628-6bfbe767dcea,WGEK93993379705816,4958.134399999999,Credit,Travel,Credit Card,Failed,60,124985.8,16797.15,2024,2024-05,22,21,2,0,0
